No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
OutRunners (Japan),SEGA MEGA DRIVE,(C)SEGA 1994.MAR,OUT_RUNNERS         1994/03/03    Ver.FINAL!!,OUT_RUNNERS         1994/03/03    Ver.FINAL!!,GM,G-4119-00,(unknown),30289 (0x7651),J,E164A09F,c1024e8e850cfc1c0894b394bf863520,4225162ed3cf51e16bfe800ae74a9b026f5dee56,1879ba5d9497a609c38ba8b0798d2c4f7a52408d9646427cf26107ed4648907d
OutRunners (USA),SEGA GENESIS,(C)T-13 1994.MAR,OUT_RUNNERS,OUT_RUNNERS,GM,T-13096-00,(unknown),27825 (0x6CB1),U,EDE636B9,dad0322e38b9efaa5551c0aa881fd633,5d00ad7d9dccd9067c4bd716c2ab9c0a18930ae2,abe4e8cb6c853f9d33ee48654eb6c7f98fcc5ecc76aebef1059a24b570799480
Outworld 2375 A.D. (USA) (Proto) (HeartBeat Catalyst),SEGA GENESIS,(C)T122 1994.JAN,OUTWORLD,OUTWORLD,GM,T-122036-00,(unknown),5772 (0x168C),U,69412AE8,e38e9e8b3086fad6987917df075cf999,8e0ab87e7d56d8782d01c4f744ea57c793c04325,27c641729f17d795615aec7539369e971c0f7cabb57b8ebcaba81aeb6f3f7735
Overdrive (World) (Evoke 2013) (Aftermarket) (Unl),SEGA AWESOME ;D!,TiTAN   2013.AUG,タイタン・プレセント：オーバードライブ,TiTAN PRESENTS - OVERDRIVE,(unknown),THIS,ROM,8265 (0x2049),E,3DEB19A9,0c268896412f3942a66a6fbfd83451fc,6085182099d6a9ad2c8242eae263507e42269b66,fb36752f002db6a1f2644d3831b5610aea6fd8f218d3f9d7eb24ea100ae22251
Overdrive (World) (v1.1) (Aftermarket) (Unl),SEGA MEGA DRIVET,iTAN   2013.DEC,タイタン・プレセント：オーバードライブ,TiTAN PRESENTS - OVERDRiVE  V1.1,(unknown),THIS,ROM,8265 (0x2049),E,03826F26,2745e3ddd022d6f4a503c6d13356a0b5,4529d3cefd204d6acd9c7f2400f672e32c4eb797,8c093b911a154d0fc8767724ca2bca16ed4c3383c2115b3fe366c471b6015f70
Overdrive 2 (World) (Revision 2017) (Aftermarket) (Unl),SEGA SSF,(C)TITAN2017.APR,OVERDRIVE 2,OVERDRIVE 2,DE,TITAN002-XX,(unknown),0 (0x0000),E,F0429FD6,779ff67b53f0cb5d517b937cb7dab805,603db0a214ee50c6c11e15c0d1d3bba919116d07,f722fc342bbd7008a743b9970e9ccaa7f2891c4b841126cb98d5dad93da45611
Ozaki Naomichi no Super Masters (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.JUN,SUPER MASTERS,(unknown),GM,00004014-00,(unknown),61866 (0xF1AA),J,088BA825,da0c9622e14da9c9aa9a45a99fc9e791,662a87d679066aad0638b2ffb01c807d9f376121,3f817d17b3b4cb7c632ab7d3346d97b834c52243ffd8dffe5777c8d17860748e
P.T.O. - Pacific Theater of Operations (USA),SEGA GENESIS,(C)T-76 1993.JAN,提督の決断,P.T.O. Pacific Theater of Operations,GM,T-76056,0,31536 (0x7B30),U,D9D4C6E2,885b907e33244c9b7c72f00e47291812,41d1d1956104133388b4ea69792fccca8013524a,83dcc7fe025ef6307293e0ad3d8314ac171e131c9d4f9f428114d085f540197a
Pac-Attack (USA),SEGA GENESIS,(C)T-14 1994.AUG,PAC-ATTACK,PAC-ATTACK,GM,T-14116-00,(unknown),35782 (0x8BC6),U,79587507,c3e152bcacad48d4cae994f27639a8a8,c541dadc944882bcd3defe7fde9d5cebafe969ba,3f787ef889826a09254e5ca24161db8339f0a423c878d21b15235294eade6d26
Pachinko Kuunyan (Japan),SEGA MEGA DRIVE,(C)T-73 1992.SEP,ﾊﾟﾁﾝｺ ｸｰﾆｬﾝ,(unknown),GM,T-73013,2,59465 (0xE849),J,9D137E7F,b6eb8070b6f454eecfefc3663576eac5,84c3395c6dc123737d9da94e0392f3f30be59182,e941e8bab0cced6798bf139c83a10f14789fd8ddab262b928e93d608fcc2115d
Pac-Man 2 - The New Adventures (USA),SEGA GENESIS,(C)T-14 1994.AUG,PAC-MAN2,PAC-MAN2,GM,T-14126-00,(unknown),16407 (0x4017),U,FE7A7ED1,b5ba9f464d3efced0354b9fe2f221125,9ed27068b00345d04d9dd1052ba0606c172e0090,353857024ade24405e532a370c9081d42c29368ed456c4e92a5c15ef4540b664
"Pac-Mania (USA, Europe)",SEGA GENESIS,(C)T-48 1991.JUN,PACMANIA,PACMANIA,GM,T-48056,0,43014 (0xA806),U,74BBA09B,2256f31ff48f93a5e2f1d03f13c0f024,e21546f653607d95f2747305703ddd6bf118f90a,89cda8498fd4c80b6c8a509fe38d03004ee5cc3102545a572ff7564e3b8ff9c7
Pac-Panic (Europe),SEGA MEGA DRIVE,(C)T-14 1995.MAR,PAC-ATTACK,PAC-PANIC,GM,T-14116-00,(unknown),45892 (0xB344),8,EBD6D5BA,fcc0d8fe72a708545d7947dc532b7da5,d12be8da7d72f62a9e1d0e744c75f247f9f0c177,60c9394343c8a4c1346772c55665fe9e01c91d468b6c057c72f921234291d431
Paddle Fighter (Japan) (Game no Kanzume Otokuyou),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),43497 (0xA9E9),J,EBEF05A4,72b727d573e99a3916943075a4bca780,0516b59e35b3c36651852fba231e351cfc239b22,f1b15fecb2b0e06bbb6965b306779f99c8f0412be739fb4f8b4906bad95b6bb3
Paddle Fighter (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),40582 (0x9E86),J,3D8147E6,0353bceb7f49b4fe9663e51ec9b8f9ae,a768f64f394d4185f99da300517521091b6f0de5,b2f5ea0d6900341263d60db868acf250828128d2de461e01e4dfff32652a9e27
"Pagemaster, The (Europe)",SEGA MEGA DRIVE,(C)SEGA 1994.AUG,PAGEMASTER,PAGEMASTER,GM,MK-1180,0,58538 (0xE4AA),E,79A180E2,46b265c3ea4e739656363e5232c8c56b,c4cf7695127b7ec5e003b5e7e15fdbfb172d1fcb,c33e3a48bb3fde11cd879aa66a1ea7dd2c666d97fd1294e7aeba95ea7d18298d
"Pagemaster, The (USA)",SEGA GENESIS,(C)T-1611994.AUG,PAGEMASTER,PAGEMASTER,GM,T-161016-00,(unknown),42952 (0xA7C8),U,75A96D4E,aafa1208e6c1f0850d091d6b20ede002,46d0495638e618bb9ac7fb07f46f8f0d61a8cedc,d5f3860523bcdbe8cf1d9311f04c8fdedee01784017390e86b03913a65645888
"Pagemaster, The (USA) (Beta)",SEGA GENESIS,(C)T-1611994.AUG,PAGEMASTER,PAGEMASTER,GM,T-161016-00,(unknown),54740 (0xD5D4),JUE,E0A3385A,2ba8e617ca7e047f56dc20058a493040,194ba4d5d1a79c2a0e8d240614cc225ed13f0ef6,65b88ebd3d3d710e3b709aff6d0c8a8b050d9d5b10db3b4271a6b1ccc2a5c13a
Panorama Cotton (Japan),SEGA MEGA DRIVE,(C) T-15,PANORAMA COTTON,PANORAMA COTTON,GM,T-15103-00,(unknown),64744 (0xFCE8),J,9E57D92E,422a285546a9755df77da2840fb2c817,63d9b71cfe0b7aaa6913ae06c1f2547d6d2aae5c,b31e7f1cf077698c63556b0daff2b98a2170da0a4fe7b5ac6ac1788b64539902
Panorama Cotton (Japan) (Beta) (1993-11-27),SEGA MEGA DRIVE,(C) SEGA,PANORAMA COTTON,PANORAMA COTTON,GM,00000000-0,(unknown),12320 (0x3020),(unknown),54D82F86,7988fd0d0d2abe47ada250af652efff0,aa7d052268ef439a3e289379003d7e7d6fc356f2,e6bfa69a499e6040c179069fe0e671f3eaf01c8350eedd6364ea589fccd290e0
Panorama Cotton (USA) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C) T-15 SNAKE,PANORAMA COTTON ENGLISH,PANORAMA COTTON ENGLISH,GM,T-15XXX-00,(unknown),8746 (0x222A),JUE,D70F49C6,c35882e2b942535f73b594ee3dd68d4a,19998148fbf0a344f2d12dde872735b5aee65331,54d279a152fd5aba082a41ce15e1ff9a03681d5b224a9e656137d55feb563a0d
Paperboy (Japan),SEGA GENESIS,(C)T-48 1992.MAR,PaperBoy,PaperBoy,GM,T-48086,0,62650 (0xF4BA),JUE,E14250AE,6e3424093e687ccfca125ef5d34242d0,3384e238edaf8b2f6950cd1660864599e476d29f,cc1449d94691f0a6e41a4575cab61645f1ce1647ce777b97105a4ac326dd62b3
"Paperboy (USA, Europe)",SEGA GENESIS,(C)T-48 1991.DEC,PaperBoy,PaperBoy,GM,T-48086,0,2043 (0x07FB),JUE,0A44819B,f185e7700fe58f34d1c2968074760cdc,10faaf47e585423eec45285be4f5ce1015ae3386,3daa95e12df48963604ab4573e2e2fad7767e5bc90a251fde0846b1267bf2d0b
"Paperboy (USA, Europe) (Beta) (1991-10-28)",SEGA GENESIS,(C)T-48 1991.OCT,PaperBoy,PaperBoy,GM,T-48086,0,23902 (0x5D5E),JUE,9856D9EA,c44efbfd7acbffdc75e377df607ffd29,2e239046e07f511540db351659a6f9408754be28,ee8b4ce6020fb0ebe5a07ef9a1f62ee9a9dec04d221d7078e171f79723ddc7a3
"Paperboy 2 (USA, Europe)",SEGA GENESIS,(C)T-48 1992.NOV,PAPERBOY 2,PAPERBOY 2,GM,T-48176,0,7224 (0x1C38),JUE,1DE28BB1,93a22de4e043056ead9f3bd4a7f659e0,6421c26000bec21d0c808252c5d9ce75b75cb8a4,bae3b8bdb63377368cae4802a45ff4facb085b5e4cc0cb92f5fb728bf6a76d78
Papi Commando - Second Blood (World) (Demo) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),Second Blood Official Demo,GM,MK-0000,0,52288 (0xCC40),EJU,C50676B1,b0c5239485a991234e690f4e252b02e9,89b3c71351bbc867d49b3eb0a4efa64a857a5278,960e33296a9e28ff1def634e2da76e8d6ebe8904b03f73d40a290f61932f9e4b
Papi Commando (World) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Papi Commando,GM,MK-0000,0,0 (0x0000),JUE,EC16D540,3cf06d951e5fffe410e2058200869342,d295fbc71660d2686083bcf2715625fa6a15fa66,b5cfe04b7f12bd27f171f7dded8f7efc7d38919358ddcd37b3194cf706c7e230
Papi Commando (World) (Demo) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Papi Commando,GM,MK-0000,0,0 (0x0000),JUE,6FA66BDC,b073c7613d30c16463f9e17ce744b270,816f53460650992493ae40c1f785f37c8558c329,37e83e670d2a331bbee723bc0b4673b3740483386b2242433c4c3e4f6fe9474e
Papi Commando Remix (World) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Papi Commando,GM,MK-0000,0,0 (0x0000),JUE,D15C6391,8d5dca5f2dc11d75afe3f013bc65e3fe,1290f2a3bce84db8e0fa72b4575047a90ab7eca2,1f866f3b99d0a293b4e167d5b65f7e35da25b2743043e7b61bd7b3adf80048d7
Papi Commando Remix Deluxe (World) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),Papi Commando Remix Deluxe,GM,MK-0000,0,37067 (0x90CB),EJU,227A251B,4b5675629409040a4fd1da161db8146d,d0cbf4648eb2c657463da69d49c790a77bf48a1a,60d37a3c60451a25a9213c10aacdfa4f15c54dedf420fd3caca43daa37866fb4
Papi Commando Remix Deluxe (World) (v1.1) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),Papi Commando Deluxe V1.0,GM,MK-0000,0,14793 (0x39C9),EJU,6C8EE0B0,f005aff5a9b84153440afe37898618b4,de79298c118bc7fa38232871bfd549f4d5bacdcb,bc550cff7016275fdcdedf2cab6e5558d98d1555f88dc7c7461040dcb36b8c83
Party Quiz Mega Q (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.jul,PARTY QUIZ MEGA Q,(unknown),GM,00004107-00,(unknown),660 (0x0294),J,9D4B447A,b21b69f718115b502d10481e1f6ecc0b,3f82b2f028345b6fc84801fa38d70475645d6aa2,2a4ed3d61b04c927a046a0e086c749d20aac4a9a17b8c0a7456d4e80e4d5f50a
Passing Breeze - An Arcade Adventure (World) (Aftermarket) (Unl),SEGA GENESIS,(C)HUJO 2021.DEC,PASSING BREEZE. AN ARCADE ADVENTURE,PASSING BREEZE. AN ARCADE ADVENTURE,GM,20200630-01,(unknown),0 (0x0000),JUE,190E9602,3d3fd824765272a9a28b7c154242bb52,25ece1167359dba9b5917f19ade6f35457a22ff2,f7ad958efb83a312329cd16251c85553c163655a8c1ed7a457effb4fcd4b7ad4
Pat Riley Basketball (USA),SEGA GENESIS,(C)SEGA 1990.JAN,PAT RILEY BASKETBALL,PAT RILEY BASKETBALL,GM,MK-1201,0,2674 (0x0A72),U,3D9318A7,4450ae3c9d7fc290daa6dcaab8d68644,0655ac1043c27c68d40ae089f1af2826613e5f80,31452b7adccac45574e94bc1d2f2cfbbddf3a6ef8575f22d2983eb5595fe7c74
Pat Riley Basketball (USA) (Beta) (1990-06-14),SEGA GENESIS,(C)SEGA 1990.JAN,PAT RILEY BASKETBALL,PAT RILEY BASKETBALL,GM,MK-1201,0,0 (0x0000),U,00F4C7CC,b4e1b92d38eb5ccf6951d6c4b559f27f,b939dd0e18800f93f8674114c6838e364d74021a,b65553549797839986ebdebcae30a16ab1e2e8f62ea3e2567843455df9cdc261
Payne Stewart Pro Golf (USA) (Proto 1),SEGA GENESIS,(C)NUFX 1991.AUG,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,GM,XXXXXXXX-XX,(unknown),0 (0x0000),U,1EE27E49,dd6c6a45a386d0f54178bc1369bafc6a,84744e8f4fb5da36057fe0318ca9e0f035d47a99,69e99c7c79e2693ff2c4c250cf9f3c6a44f82e6178194ddbcb9778821577d417
Payne Stewart Pro Golf (USA) (Proto 2),SEGA GENESIS,(C)NUFX 1991.AUG,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,GM,XXXXXXXX-XX,(unknown),0 (0x0000),U,602F556A,d22339c2dd7e68665e2331e3618a5d23,f778e6052f9627fe18109fd650a42bdaed278492,16159b5ec277edf29f5c947ec8a393bcccfd134c8bd6823e4ea7906a10f7990d
Pebble Beach Golf Links (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.NOV,NEW 3D GOLF SIMULATION Vol.1        Pebble Beach,PEBBLE BEACH GOLF LINKS,GM,MK-1231,0,33956 (0x84A4),E,6CFC7297,33ba556c98d908da0481c0a18cd4f7df,53e8e8f11fb9950732409b770b7d9c8dabe85a19,dcbd2407aef78b37145e32e3f37ee9564ba8815794e59e007ea461e40d0b1a7b
Pebble Beach Golf Links (USA),SEGA GENESIS,(C)SEGA 1993.NOV,NEW 3D GOLF SIMULATION Vol.1        Pebble Beach,PEBBLE BEACH GOLF LINKS,GM,MK-1231,0,55391 (0xD85F),U,95823C43,5d00e3e55b83ad10d4021c75b0030c88,c9971710651056b8211b9bbd68eb5d1569e39e1f,d9a5a1c745515265abc4d8ba6d87da6e567336f0aef56076daa5403747de3f9c
Pebble Beach Golf Links (USA) (Rev A) (1994-02-14) (Sega Channel),SEGA GENESIS,(C)SEGA 1993.NOV,NEW 3D GOLF SIMULATION Vol.1        Pebble Beach,PEBBLE BEACH GOLF LINKS,GM,MK-1231,1,49231 (0xC04F),U,D124CE9C,6e0a90f45aa7c14662f2a8ee4ba55cdc,961d8837ffcd05d5cd43326e2a652c1f6d8ab3ad,46b38f67c6fc19de3684b3c7670117c33b5f3de1fa1ca4b33403e5bd254fe68c
Pedreiro Polar (Brazil) (Super Mega Drive 3),SEGA MEGA DRIVE,(C)DEVW 2003.JUL,Pedreiro Polar,Pedreiro Polar,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,D2943456,c9dcc9049e48e9f3609540eccb2ccf79,ebf7eeb3b89490f2058f87d35156b7a16349b895,25002a877ec63e530c1db236fac8d0ef26d05c365dd2de1d1b87802131256cd3
"Pele II - World Tournament Soccer (USA, Europe)",SEGA GENESIS,(C)T-1191994.APR,Pele's World Tournament Soccer,Pele's World Tournament Soccer,GM,T-119096-00,(unknown),55976 (0xDAA8),JUE,05A486E9,0faab2309047b85de82a62e0230ec9f4,96498065545ed122aa29471d762a2ae1362b2dea,6e3aa98a12385d1215b5608e2f4267eea0efec2879e9c0a21620b355eb6aa2ab
"Pele! (USA, Europe)",SEGA GENESIS,(C)T-1191993.NOV,PELE!,PELE!,GM,T-119046-00,(unknown),49531 (0xC17B),JUE,5A8ABE51,0b71940ba552e76ff16ac6e9cf619f0d,c0a91e2d10b98174faa647fb732c335d7438abf7,5adf28ad772d885569a50a4e48408004da37a2d425a8fe90a5f2a3cba9a01d94
"Pele! (USA, Europe) (Sample)",SEGA GENESIS,(C)ACLD 1991.???,(unknown),Game title here,GM,ACLD,0,0 (0x0000),U,D2BBB00E,80b30c06742f931cafaf92d965aa6328,9b4ed13c6a89f0ca7187a2641916d03752da4d07,f2f43fc025e1c92a586e1ca8888550e2cde75e758cbce8b50f8015195ff29107
Pense Bem (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVW 2004.MAI,Fica 1,Fica 1,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,E531826B,a30e7f9e2a3ef02db0cea8b87de7322c,97cec0b5be65093ef5ed38ad3ff2aea261a67027,65747af72d19c673f82d9fd506594a942b8c90b2a402083ce63ba516e4529f37
Pepenga Pengo (Japan),SEGA MEGA DRIVE,(C)SEGA 1995.SEP,ﾍﾟﾍﾟﾝｶﾞPENGO,ﾍﾟﾍﾟﾝｶﾞPENGO,GM,G-4133-00,(unknown),28317 (0x6E9D),F,D1E2324B,6f8cddb3775b588b49d13e7c62d08e86,c88c30d9e1fb6fb3a8aadde047158a3683bb6b1a,ac5f347d5a0b25c0945b7e80dfdb834d3fce57ffc275b419fade7e1b06e21753
Perlin & Pinpin - The Robin Tower - Back to School (World) (Demo 1) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)LIZARDRIVE,PERLIN AND PINPIN,PERLIN AND PINPIN DEMO 1,GM,00000000-00,(unknown),0 (0x0000),JUE,7C95BD0D,86f461c3819e69dd5888defe20add12c,ec65dcff7798bd801da8e7f6cd01c9c775af6c3c,204ca1203be17a6044b02421c67e6bf7908b89312784344559131605f252467a
Perlin & Pinpin - The Robin Tower - Back to School (World) (Demo 2) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)SGDK 2019,SAMPLE PROGRAM,SAMPLE PROGRAM,GM,00000000-00,(unknown),0 (0x0000),JUE,4EB5EC1F,d7d1461545c39277e318157f5ce0f975,db3675489247965d48e17b238cf2cd0cd0df3120,fccf3ae651269f0f96c2940ab0376bd7103e10042bae4e93d06b621239f62ec7
Perlin & Pinpin - The Robin Tower - Case Closed [somehow] (World) (Demo) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)SGDK 2019,SAMPLE PROGRAM,SAMPLE PROGRAM,GM,00000000-00,(unknown),0 (0x0000),JUE,FE9D15ED,5697b7718d4b5201772bc028e5c10ed0,208d2612c9e349cf38aa1210d93b751305bf7917,b5db3535ce92dd7c9c16f0c6839e56aabad311e71aa864eeb15349b153cbcfb6
Pete Sampras Tennis (Europe) (Rev 2) (MDSTEE13),SEGA MEGA DRIVE,(C)T-1201994.AUG,PETE SAMPRAS TENNIS,PETE SAMPRAS TENNIS,GM,T-120066-03,(unknown),5796 (0x16A4),JUE,AA8B19BC,2b8db39a10f0097bfece760bef619f24,3f73dcabcdf0d781834fcc673533301b82f0e91b,1a9e3daa0c6963754ab57ddd791b054989c89d89010f0d3ab846aec5842879a1
"Pete Sampras Tennis (USA, Europe) (MDST6636) (J-Cart)",SEGA MEGA DRIVE,(C)T-99 1991.MAR,(unknown),(unknown),GM,00000000-00,(unknown),5726 (0x165E),E,94E505B2,87167082399c3f8fe676ee85bfc40aaf,4c830ace4590294bb374b4cab71ebebf44d9a07a,f7aeb92a8f21b5dfd97ecfd907b8db49f0601dca1d32d78ee8f01e0b5c7d6fc7
"Pete Sampras Tennis (USA, Europe) (Rev 1) (MDST17FF) (J-Cart)",SEGA MEGA DRIVE,(C)T-99 1991.MAR,(unknown),(unknown),GM,00000000-00,(unknown),5726 (0x165E),E,9EF5BBD1,734535160fb214c69405c90eb58a93be,222a66cdb8865a7f89e5a72418413888bb400176,6e21848dd36d9a5843c73875f0a3eb59a23981d3d31a17c824664dc963ed7fa8
"PGA European Tour (USA, Europe)",SEGA GENESIS,(C)T-50 1994.JAN,PGA European Tour,PGA European Tour,GM,T-50796,0,9088 (0x2380),UEJ,8CA45ACD,d8575831aa3a753221a43aa574dd473b,640615be6891a8457d94bb81b0e8e1fa7c5119a8,90b2535f869df2fa106a1c817c99edc7d055609ea16afaa554fca81ef1eec4a7
"PGA Tour 96 (USA, Europe)",SEGA GENESIS,(C)T-50 1995.SEP,PGA Tour 96,PGA Tour 96,GM,T-172066-00,(unknown),3553 (0x0DE1),F,9698BBDE,f65dc2d83128232e2da5cf569669083b,abc2a8d773724cd8fb1aeae483f5ca72f47e77fa,b7ca1551852bac99be7e06e2f7dd2b682d2e1fecd492ea8a1807bd84b01e817d
PGA Tour Golf (USA) (HeartBeat Catalyst),SEGA GENESIS,(C)T-50 1991.FEB,PGA Tour Golf,PGA Tour Golf,GM,T-50086,0,33505 (0x82E1),U,3EFF8B37,c0f0040844938b88b4ab5f318f6f5610,c9c18b389a9afc5f30ab5d457f8f72e1966ff1e6,ddcd866efc4c77056a0fc7857f2b2471532943ec3b7991f18c70b8c3fa1b68f4
"PGA Tour Golf (USA, Europe) (PGA07)",SEGA GENESIS,(C)T-50 1991.FEB,PGA TOUR GOLF,PGA TOUR GOLF,GM,T-50086,1,25390 (0x632E),U,0489FF8E,b40a7bff341839b9d8d31cc9d37d944b,73935bfbdf63d3400284a16e464286b7630964aa,ecb177942e71080cadf7008a5c4a3991dfce4e3e08f601f2ae4f8faef4ededdf
"PGA Tour Golf (USA, Europe) (PGA09)",SEGA GENESIS,(C)T-50 1991.FEB,PGA TOUR GOLF,PGA TOUR GOLF,GM,T-50086,2,53946 (0xD2BA),U,C1F0B4E1,50b00d9ac86fb44aeb9c71882c92da4a,1b173a1b674a6d5bdcd539c4fe8fe984586c3a8a,33c3035f7114267bed4bb0b843a413b1128e49ddac15036e0eaedb596d960a7e
PGA Tour Golf II (Japan),SEGA MEGA DRIVE,(C)T-50 1993.APR,PGA Tour Golf2,PGA Tour Golf2,GM,T-106113-00,(unknown),41748 (0xA314),J,C05B7A4A,2fbdef7aaec61d9b57b425e6a2068295,a5896f2f019530929194a6d80828d18b859b9174,8ff58e4a9a9adaea36e0768a19c716ccc810731fff3ecf60028f2bdbb1d9ab74
"PGA Tour Golf II (USA, Europe)",SEGA GENESIS,(C)T-50 1992.DEC,PGA Tour Golf II,PGA Tour Golf II,GM,T-50486,0,31595 (0x7B6B),UEJ,16B2D816,a8a4ac77c66d60e862a0dc3b65e2b14d,cab753b958b336dab731407bd46429de16c6919f,5e29e6438a4d850254d9a669bbb857c3eb944a15ed91323213d725371b64fa47
"PGA Tour Golf II (USA, Europe) (Rev A)",SEGA GENESIS,(C)T-50 1993.DEC,PGA Tour Golf II,PGA Tour Golf II,GM,T-50486,1,51944 (0xCAE8),UEJ,E82B8606,adb33c74e368ef21b04903eadc6244cf,12d5236a4ff23c5b1e4f452b3abd3d48e6e55314,54aab95c1b8f1f82fd3cd347ea154e299b7b932e56bea5070358240d67de4e8c
"PGA Tour Golf III (USA, Europe)",SEGA GENESIS,(C)T-50 1994.SEP,PGA TOUR Golf III,PGA TOUR Golf III,GM,T-50946,0,63828 (0xF954),UEJ,AEB3F65F,96b3768461d6fef3c6ffa0a59e8de7b0,702707efcbfe229f6e190f2b6c71b6f53ae9ec36,a28f5ce672e5d75bc7b8b5372ce62afc1fc0d76c1c234afb08e58393855e8000
Phantasy Star - Sennenki no Owari ni (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.OCT,PHANTASY STAR The end of the millennium,(unknown),GM,G-5524,0,30311 (0x7667),J,F0BFAD42,8d72fa4371e4084b645637ec9e5188de,9d330d5e395b7caae11fae92f71d259b8391904b,6d801976c03613156864b8436d3c37fdfb14b3895c2c3fccb24e458aa81d1106
Phantasy Star - Sennenki no Owari ni (Japan) (Mega Drive Mini),SEGA MEGA DRIVE,(C)SEGA 1993.OCT,PHANTASY STAR The end of the millennium,(unknown),GM,G-5524,0,30311 (0x7667),J,B23CD7AA,705f36f4f50c49cc3dfa0999cc715cd9,e0ebd4ed95eeabb47b2c59b8fb779536fc397974,43a3374478da06843c8b67af6cadfc30794b44fc169e1910043e5c344ce816ca
Phantasy Star - Sennenki no Owari ni (Japan) (SEGA Classic Collection),SEGA MEGA DRIVE,(C)SEGA 1993.OCT,PHANTASY STAR The end of the millennium,(unknown),GM,G-5524,0,30311 (0x7667),J,FE45F95D,eca2b3133b23e02f29a484d7ae02177e,15f9c3e2756eaa0d83d03d7b0024970b45c44d6a,4a8781e37b6b47ba177dd1fe03fba58a628b94e1f2cffe502c231aa1948a3ac3
Phantasy Star Fukkokuban (Japan),=Ë<>òAè?âHâH,㊤o剣g~#fo鯱7:,Â·ÈùÅÕåÝåýå:üÿõ:ÿÿõ>2üÿÛÝæ!ÂNw©¡Â§:Â·ÂT,þþ:Â·Â!:Âæ!¹og~#foé¯2Âñ2ÿÿñ2üÿýáÝááÑÁ,,ﾉﾍIﾃm:ﾃﾓｿ,(unknown),16008 (0x3E88),ﾃﾓ,07301F83,14c59604768b33175362cc592cb75ead,b3ae447dc739256616b44cbd77cb903c9f19e980,55ba15a1ea5c7db883a7a4c850bea2b1024185605964916ddd04a645d7ddd2b6
Phantasy Star II - Amia's Adventure (Japan) (Game no Kanzume Vol. 1),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,B1E01B9F,7ab695a46f2f70b19101b0f58141b93c,d18975c74b5095c9f8c5255fd73ff652a6bac8d9,a526630aff5cb0b37b5fa12be3c0a632079eac19bfecad11382e8ed273e2bd7c
Phantasy Star II - Amia's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),44249 (0xACD9),J,A3A724AA,76cb3b2ec8b827ec9288d28bc8d0cd3b,08c6beab6f02ad533fb814a8a877849da67fc1a4,747e3662e3bacc03755ea1defde2734066b4a9db5e13f9645f0ce5b4255afddd
Phantasy Star II - Anne's Adventure (Japan) (Game no Kanzume Vol. 2),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,699A64DF,98c51bccc17af7bac4ad7be85936f627,a586d91b095cfd62f419c8ad6db9d71a5667c5d2,a9a623080b7a0559a2026753b9b6b9f32ee2d81ab27112650b35c725fe19a056
